Zona;Cultivo;AÒo;Mes;Precio
Gran_Canaria;Aguacate;2018;Noviembre;2.63
Gran_Canaria;Aguacate;2018;Diciembre;1.83
Gran_Canaria;Aguacate;2019;Enero;2.36
Gran_Canaria;Aguacate;2019;Febrero;2.32
Gran_Canaria;Aguacate;2019;Marzo;1.98
Gran_Canaria;Aguacate;2019;Abril;2.12
Gran_Canaria;Aguacate;2019;Mayo;1.9
Gran_Canaria;Aguacate;2019;Junio;3.17
Gran_Canaria;Aguacate;2019;Julio;2.84
Gran_Canaria;Aguacate;2019;Agosto;3.78
Gran_Canaria;Aguacate;2019;Septiembre;3.49
Gran_Canaria;Aguacate;2019;Octubre;2.94
Gran_Canaria;Aguacate;2019;Noviembre;...
Gran_Canaria;Bata/Boniato;2016;Enero;1.05
Gran_Canaria;Bata/Boniato;2016;Febrero;0.68
Gran_Canaria;Bata/Boniato;2016;Marzo;1.1
Gran_Canaria;Bata/Boniato;2016;Abril;1.05
Gran_Canaria;Bata/Boniato;2016;Mayo;1.14
Gran_Canaria;Bata/Boniato;2016;Junio;1.09
Gran_Canaria;Bata/Boniato;2016;Julio;1.12
Gran_Canaria;Bata/Boniato;2016;Agosto;1.12
Gran_Canaria;Bata/Boniato;2016;Septiembre;0.87
Gran_Canaria;Bata/Boniato;2016;Octubre;0.87
Gran_Canaria;Bata/Boniato;2016;Noviembre;0.8
Gran_Canaria;Bata/Boniato;2016;Diciembre;0.78
Gran_Canaria;Bata/Boniato;2017;Enero;0.97
Gran_Canaria;Bata/Boniato;2017;Febrero;0.62
Gran_Canaria;Bata/Boniato;2017;Marzo;1.05
Gran_Canaria;Bata/Boniato;2017;Abril;1.48
Gran_Canaria;Bata/Boniato;2017;Mayo;0.77
Gran_Canaria;Bata/Boniato;2017;Junio;1.34
Gran_Canaria;Bata/Boniato;2017;Julio;1.35
Gran_Canaria;Bata/Boniato;2017;Agosto;1.26
Gran_Canaria;Bata/Boniato;2017;Septiembre;0.91
Gran_Canaria;Bata/Boniato;2017;Octubre;1.04
Gran_Canaria;Bata/Boniato;2017;Noviembre;0.83
Gran_Canaria;Bata/Boniato;2017;Diciembre;0.68
Gran_Canaria;Bata/Boniato;2018;Enero;1.11
Gran_Canaria;Bata/Boniato;2018;Febrero;1.38
Gran_Canaria;Bata/Boniato;2018;Marzo;1.56
Gran_Canaria;Bata/Boniato;2018;Abril;...
Gran_Canaria;Bata/Boniato;2018;Mayo;2.03
Gran_Canaria;Bata/Boniato;2018;Junio;1.67
Gran_Canaria;Bata/Boniato;2018;Julio;1.21
Gran_Canaria;Bata/Boniato;2018;Agosto;1.14
Gran_Canaria;Bata/Boniato;2018;Septiembre;1.06
Gran_Canaria;Bata/Boniato;2018;Octubre;1.01
Gran_Canaria;Bata/Boniato;2018;Noviembre;0.95
Gran_Canaria;Bata/Boniato;2018;Diciembre;0.9
Gran_Canaria;Bata/Boniato;2019;Enero;0.79
Gran_Canaria;Bata/Boniato;2019;Febrero;0.67
Gran_Canaria;Bata/Boniato;2019;Marzo;0.66
Gran_Canaria;Bata/Boniato;2019;Abril;1.13
Gran_Canaria;Bata/Boniato;2019;Mayo;1.24
Gran_Canaria;Bata/Boniato;2019;Junio;1.39
Gran_Canaria;Bata/Boniato;2019;Julio;1.23
Gran_Canaria;Bata/Boniato;2019;Agosto;0.88
Gran_Canaria;Bata/Boniato;2019;Septiembre;1.02
Gran_Canaria;Bata/Boniato;2019;Octubre;1.05
Gran_Canaria;Bata/Boniato;2019;Noviembre;1.15
Gran_Canaria;Berenjena;2016;Enero;0.5
Gran_Canaria;Berenjena;2016;Febrero;0.42
Gran_Canaria;Berenjena;2016;Marzo;0.43
Gran_Canaria;Berenjena;2016;Abril;0.41
Gran_Canaria;Berenjena;2016;Mayo;0.35
Gran_Canaria;Berenjena;2016;Junio;0.38
Gran_Canaria;Berenjena;2016;Julio;0.3
Gran_Canaria;Berenjena;2016;Agosto;0.36
Gran_Canaria;Berenjena;2016;Septiembre;0.4
Gran_Canaria;Berenjena;2016;Octubre;0.3
Gran_Canaria;Berenjena;2016;Noviembre;0.37
Gran_Canaria;Berenjena;2016;Diciembre;0.46
Gran_Canaria;Berenjena;2017;Enero;0.53
Gran_Canaria;Berenjena;2017;Febrero;0.96
Gran_Canaria;Berenjena;2017;Marzo;0.47
Gran_Canaria;Berenjena;2017;Abril;0.3
Gran_Canaria;Berenjena;2017;Mayo;0.27
Gran_Canaria;Berenjena;2017;Junio;0.26
Gran_Canaria;Berenjena;2017;Julio;0.37
Gran_Canaria;Berenjena;2017;Agosto;0.49
Gran_Canaria;Berenjena;2017;Septiembre;0.7
Gran_Canaria;Berenjena;2017;Octubre;0.59
Gran_Canaria;Berenjena;2017;Noviembre;0.68
Gran_Canaria;Berenjena;2017;Diciembre;0.84
Gran_Canaria;Berenjena;2018;Enero;0.69
Gran_Canaria;Berenjena;2018;Febrero;0.65
Gran_Canaria;Berenjena;2018;Marzo;0.58
Gran_Canaria;Berenjena;2018;Abril;0.31
Gran_Canaria;Berenjena;2018;Mayo;0.31
Gran_Canaria;Berenjena;2018;Junio;0.25
Gran_Canaria;Berenjena;2018;Julio;0.31
Gran_Canaria;Berenjena;2018;Agosto;0.36
Gran_Canaria;Berenjena;2018;Septiembre;0.4
Gran_Canaria;Berenjena;2018;Octubre;0.39
Gran_Canaria;Berenjena;2018;Noviembre;0.59
Gran_Canaria;Berenjena;2018;Diciembre;0.5
Gran_Canaria;Berenjena;2019;Enero;0.68
Gran_Canaria;Berenjena;2019;Febrero;0.84
Gran_Canaria;Berenjena;2019;Marzo;0.51
Gran_Canaria;Berenjena;2019;Abril;0.54
Gran_Canaria;Berenjena;2019;Mayo;0.48
Gran_Canaria;Berenjena;2019;Junio;0.37
Gran_Canaria;Berenjena;2019;Julio;0.49
Gran_Canaria;Berenjena;2019;Agosto;0.45
Gran_Canaria;Berenjena;2019;Septiembre;0.7
Gran_Canaria;Berenjena;2019;Octubre;0.58
Gran_Canaria;Berenjena;2019;Noviembre;0.4
Gran_Canaria;Berro;2016;Enero;...
Gran_Canaria;Berro;2016;Febrero;...
Gran_Canaria;Berro;2016;Marzo;...
Gran_Canaria;Berro;2016;Abril;...
Gran_Canaria;Berro;2016;Mayo;...
Gran_Canaria;Berro;2016;Junio;...
Gran_Canaria;Berro;2016;Julio;...
Gran_Canaria;Berro;2016;Agosto;...
Gran_Canaria;Berro;2016;Septiembre;...
Gran_Canaria;Berro;2016;Octubre;...
Gran_Canaria;Berro;2016;Noviembre;...
Gran_Canaria;Berro;2016;Diciembre;...
Gran_Canaria;Berro;2017;Enero;...
Gran_Canaria;Berro;2017;Febrero;...
Gran_Canaria;Berro;2017;Marzo;...
Gran_Canaria;Berro;2017;Abril;...
Gran_Canaria;Berro;2017;Mayo;...
Gran_Canaria;Berro;2017;Junio;...
Gran_Canaria;Berro;2017;Julio;0.54
Gran_Canaria;Berro;2017;Agosto;0.57
Gran_Canaria;Berro;2017;Septiembre;0.82
Gran_Canaria;Berro;2017;Octubre;0.52
Gran_Canaria;Berro;2017;Noviembre;0.68
Gran_Canaria;Berro;2017;Diciembre;0.92
Gran_Canaria;Berro;2018;Enero;1.01
Gran_Canaria;Berro;2018;Febrero;1.22
Gran_Canaria;Berro;2018;Marzo;0.62
Gran_Canaria;Berro;2018;Abril;1.29
Gran_Canaria;Berro;2018;Mayo;0.81
Gran_Canaria;Berro;2018;Junio;0.99
Gran_Canaria;Berro;2018;Julio;0.61
Gran_Canaria;Berro;2018;Agosto;0.55
Gran_Canaria;Berro;2018;Septiembre;0.55
Gran_Canaria;Berro;2018;Octubre;0.65
Gran_Canaria;Berro;2018;Noviembre;0.7
Gran_Canaria;Berro;2018;Diciembre;0.65
Gran_Canaria;Berro;2019;Enero;0.69
Gran_Canaria;Berro;2019;Febrero;0.58
Gran_Canaria;Berro;2019;Marzo;0.59
Gran_Canaria;Berro;2019;Abril;0.58
Gran_Canaria;Berro;2019;Mayo;0.51
Gran_Canaria;Berro;2019;Junio;0.51
Gran_Canaria;Berro;2019;Julio;0.66
Gran_Canaria;Berro;2019;Agosto;0.57
Gran_Canaria;Berro;2019;Septiembre;0.53
Gran_Canaria;Berro;2019;Octubre;0.8
Gran_Canaria;Berro;2019;Noviembre;0.71
Gran_Canaria;Bræcoli/Br⁄col;2016;Enero;1.11
Gran_Canaria;Bræcoli/Br⁄col;2016;Febrero;1.06
Gran_Canaria;Bræcoli/Br⁄col;2016;Marzo;1.16
Gran_Canaria;Bræcoli/Br⁄col;2016;Abril;0.89
Gran_Canaria;Bræcoli/Br⁄col;2016;Mayo;1.12
Gran_Canaria;Bræcoli/Br⁄col;2016;Junio;1.31
Gran_Canaria;Bræcoli/Br⁄col;2016;Julio;1.48
Gran_Canaria;Bræcoli/Br⁄col;2016;Agosto;1.86
Gran_Canaria;Bræcoli/Br⁄col;2016;Septiembre;1.59
Gran_Canaria;Bræcoli/Br⁄col;2016;Octubre;1.61
Gran_Canaria;Bræcoli/Br⁄col;2016;Noviembre;1.49
Gran_Canaria;Bræcoli/Br⁄col;2016;Diciembre;1.75
Gran_Canaria;Bræcoli/Br⁄col;2017;Enero;1.1
Gran_Canaria;Bræcoli/Br⁄col;2017;Febrero;1.27
Gran_Canaria;Bræcoli/Br⁄col;2017;Marzo;1.05
Gran_Canaria;Bræcoli/Br⁄col;2017;Abril;0.92
Gran_Canaria;Bræcoli/Br⁄col;2017;Mayo;1.24
Gran_Canaria;Bræcoli/Br⁄col;2017;Junio;1.2
Gran_Canaria;Bræcoli/Br⁄col;2017;Julio;1.17
Gran_Canaria;Bræcoli/Br⁄col;2017;Agosto;1.28
Gran_Canaria;Bræcoli/Br⁄col;2017;Septiembre;1.43
Gran_Canaria;Bræcoli/Br⁄col;2017;Octubre;1.81
Gran_Canaria;Bræcoli/Br⁄col;2017;Noviembre;1.84
Gran_Canaria;Bræcoli/Br⁄col;2017;Diciembre;1.91
Gran_Canaria;Bræcoli/Br⁄col;2018;Enero;1.18
Gran_Canaria;Bræcoli/Br⁄col;2018;Febrero;1
Gran_Canaria;Bræcoli/Br⁄col;2018;Marzo;1.07
Gran_Canaria;Bræcoli/Br⁄col;2018;Abril;1.4
Gran_Canaria;Bræcoli/Br⁄col;2018;Mayo;1.37
Gran_Canaria;Bræcoli/Br⁄col;2018;Junio;1.35
Gran_Canaria;Bræcoli/Br⁄col;2018;Julio;1.14
Gran_Canaria;Bræcoli/Br⁄col;2018;Agosto;1.45
Gran_Canaria;Bræcoli/Br⁄col;2018;Septiembre;1.27
Gran_Canaria;Bræcoli/Br⁄col;2018;Octubre;1.39
Gran_Canaria;Bræcoli/Br⁄col;2018;Noviembre;1.03
Gran_Canaria;Bræcoli/Br⁄col;2018;Diciembre;1.19
Gran_Canaria;Bræcoli/Br⁄col;2019;Enero;1.36
Gran_Canaria;Bræcoli/Br⁄col;2019;Febrero;1.87
Gran_Canaria;Bræcoli/Br⁄col;2019;Marzo;1.01
Gran_Canaria;Bræcoli/Br⁄col;2019;Abril;1.25
Gran_Canaria;Bræcoli/Br⁄col;2019;Mayo;0.87
Gran_Canaria;Bræcoli/Br⁄col;2019;Junio;1.19
Gran_Canaria;Bræcoli/Br⁄col;2019;Julio;0.95
Gran_Canaria;Bræcoli/Br⁄col;2019;Agosto;1.28
Gran_Canaria;Bræcoli/Br⁄col;2019;Septiembre;1.47
Gran_Canaria;Bræcoli/Br⁄col;2019;Octubre;1.59
Gran_Canaria;Bræcoli/Br⁄col;2019;Noviembre;1.87
Gran_Canaria;Bubango;2016;Enero;....
Gran_Canaria;Bubango;2016;Febrero;..
Gran_Canaria;Bubango;2016;Marzo;..
Gran_Canaria;Bubango;2016;Abril;..
Gran_Canaria;Bubango;2016;Mayo;..
Gran_Canaria;Bubango;2016;Junio;..
Gran_Canaria;Bubango;2016;Julio;....
Gran_Canaria;Bubango;2016;Agosto;....
Gran_Canaria;Bubango;2016;Septiembre;...
Gran_Canaria;Bubango;2016;Octubre;...
Gran_Canaria;Bubango;2016;Noviembre;....
Gran_Canaria;Bubango;2016;Diciembre;...
Gran_Canaria;Bubango;2017;Enero;....
Gran_Canaria;Bubango;2017;Febrero;....
Gran_Canaria;Bubango;2017;Marzo;....
Gran_Canaria;Bubango;2017;Abril;..
Gran_Canaria;Bubango;2017;Mayo;..
Gran_Canaria;Bubango;2017;Junio;....
Gran_Canaria;Bubango;2017;Julio;..
Gran_Canaria;Bubango;2017;Agosto;..
Gran_Canaria;Bubango;2017;Septiembre;..
Gran_Canaria;Bubango;2017;Octubre;....
Gran_Canaria;Bubango;2017;Noviembre;..
Gran_Canaria;Bubango;2017;Diciembre;...
Gran_Canaria;Bubango;2018;Enero;..
Gran_Canaria;Bubango;2018;Febrero;..
Gran_Canaria;Bubango;2018;Marzo;..
Gran_Canaria;Bubango;2018;Abril;...
Gran_Canaria;Bubango;2018;Mayo;..
Gran_Canaria;Bubango;2018;Junio;..
Gran_Canaria;Bubango;2018;Julio;..
Gran_Canaria;Bubango;2018;Agosto;..
Gran_Canaria;Bubango;2018;Septiembre;..
Gran_Canaria;Bubango;2018;Octubre;..
Gran_Canaria;Bubango;2018;Noviembre;..
Gran_Canaria;Bubango;2018;Diciembre;....
Gran_Canaria;Bubango;2019;Enero;..
Gran_Canaria;Bubango;2019;Febrero;..
Gran_Canaria;Bubango;2019;Marzo;..
Gran_Canaria;Bubango;2019;Abril;..
Gran_Canaria;Bubango;2019;Mayo;..
Gran_Canaria;Bubango;2019;Junio;..
Gran_Canaria;Bubango;2019;Julio;..
Gran_Canaria;Bubango;2019;Agosto;..
Gran_Canaria;Bubango;2019;Septiembre;...
Gran_Canaria;Bubango;2019;Octubre;..
Gran_Canaria;Bubango;2019;Noviembre;..
Gran_Canaria;Calabac›n;2016;Enero;0.29
Gran_Canaria;Calabac›n;2016;Febrero;0.39
Gran_Canaria;Calabac›n;2016;Marzo;0.43
Gran_Canaria;Calabac›n;2016;Abril;0.28
Gran_Canaria;Calabac›n;2016;Mayo;0.34
Gran_Canaria;Calabac›n;2016;Junio;0.35
Gran_Canaria;Calabac›n;2016;Julio;0.41
Gran_Canaria;Calabac›n;2016;Agosto;0.44
Gran_Canaria;Calabac›n;2016;Septiembre;0.45
Gran_Canaria;Calabac›n;2016;Octubre;0.41
Gran_Canaria;Calabac›n;2016;Noviembre;0.41
Gran_Canaria;Calabac›n;2016;Diciembre;0.64
Gran_Canaria;Calabac›n;2017;Enero;1.09
Gran_Canaria;Calabac›n;2017;Febrero;0.92
Gran_Canaria;Calabac›n;2017;Marzo;0.5
Gran_Canaria;Calabac›n;2017;Abril;0.29
Gran_Canaria;Calabac›n;2017;Mayo;0.51
Gran_Canaria;Calabac›n;2017;Junio;0.62
Gran_Canaria;Calabac›n;2017;Julio;0.69
Gran_Canaria;Calabac›n;2017;Agosto;0.38
Gran_Canaria;Calabac›n;2017;Septiembre;0.59
Gran_Canaria;Calabac›n;2017;Octubre;1.18
Gran_Canaria;Calabac›n;2017;Noviembre;0.76
Gran_Canaria;Calabac›n;2017;Diciembre;0.75
Gran_Canaria;Calabac›n;2018;Enero;0.66
Gran_Canaria;Calabac›n;2018;Febrero;0.72
Gran_Canaria;Calabac›n;2018;Marzo;0.5
Gran_Canaria;Calabac›n;2018;Abril;0.43
Gran_Canaria;Calabac›n;2018;Mayo;0.4
Gran_Canaria;Calabac›n;2018;Junio;0.33
Gran_Canaria;Calabac›n;2018;Julio;0.32
Gran_Canaria;Calabac›n;2018;Agosto;0.63
Gran_Canaria;Calabac›n;2018;Septiembre;0.54
Gran_Canaria;Calabac›n;2018;Octubre;0.61
Gran_Canaria;Calabac›n;2018;Noviembre;1.01
Gran_Canaria;Calabac›n;2018;Diciembre;0.75
Gran_Canaria;Calabac›n;2019;Enero;0.98
Gran_Canaria;Calabac›n;2019;Febrero;0.56
Gran_Canaria;Calabac›n;2019;Marzo;0.5
Gran_Canaria;Calabac›n;2019;Abril;0.61
Gran_Canaria;Calabac›n;2019;Mayo;0.46
Gran_Canaria;Calabac›n;2019;Junio;0.67
Gran_Canaria;Calabac›n;2019;Julio;0.76
Gran_Canaria;Calabac›n;2019;Agosto;0.46
Gran_Canaria;Calabac›n;2019;Septiembre;0.64
Gran_Canaria;Calabac›n;2019;Octubre;0.53
Gran_Canaria;Calabac›n;2019;Noviembre;0.86
Gran_Canaria;Calabaza;2016;Enero;0.3
Gran_Canaria;Calabaza;2016;Febrero;0.38
Gran_Canaria;Calabaza;2016;Marzo;0.44
Gran_Canaria;Calabaza;2016;Abril;0.51
Gran_Canaria;Calabaza;2016;Mayo;0.48
Gran_Canaria;Calabaza;2016;Junio;0.42
Gran_Canaria;Calabaza;2016;Julio;0.34
Gran_Canaria;Calabaza;2016;Agosto;0.45
Gran_Canaria;Calabaza;2016;Septiembre;0.29
Gran_Canaria;Calabaza;2016;Octubre;0.28
Gran_Canaria;Calabaza;2016;Noviembre;0.27
Gran_Canaria;Calabaza;2016;Diciembre;0.36
Gran_Canaria;Calabaza;2017;Enero;0.42
Gran_Canaria;Calabaza;2017;Febrero;0.46
Gran_Canaria;Calabaza;2017;Marzo;0.48
Gran_Canaria;Calabaza;2017;Abril;0.59
Gran_Canaria;Calabaza;2017;Mayo;0.6
Gran_Canaria;Calabaza;2017;Junio;0.42
Gran_Canaria;Calabaza;2017;Julio;0.38
Gran_Canaria;Calabaza;2017;Agosto;0.33
Gran_Canaria;Calabaza;2017;Septiembre;0.24
Gran_Canaria;Calabaza;2017;Octubre;0.15
Gran_Canaria;Calabaza;2017;Noviembre;0.24
Gran_Canaria;Calabaza;2017;Diciembre;0.26
Gran_Canaria;Calabaza;2018;Enero;0.46
Gran_Canaria;Calabaza;2018;Febrero;0.52
Gran_Canaria;Calabaza;2018;Marzo;0.41
Gran_Canaria;Calabaza;2018;Abril;0.64
Gran_Canaria;Calabaza;2018;Mayo;0.51
Gran_Canaria;Calabaza;2018;Junio;0.63
Gran_Canaria;Calabaza;2018;Julio;0.4
Gran_Canaria;Calabaza;2018;Agosto;0.38
Gran_Canaria;Calabaza;2018;Septiembre;0.28
Gran_Canaria;Calabaza;2018;Octubre;0.23
Gran_Canaria;Calabaza;2018;Noviembre;0.35
Gran_Canaria;Calabaza;2018;Diciembre;0.25
Gran_Canaria;Calabaza;2019;Enero;0.34
Gran_Canaria;Calabaza;2019;Febrero;0.54
Gran_Canaria;Calabaza;2019;Marzo;0.56
Gran_Canaria;Calabaza;2019;Abril;0.5
Gran_Canaria;Calabaza;2019;Mayo;0.61
Gran_Canaria;Calabaza;2019;Junio;0.54
Gran_Canaria;Calabaza;2019;Julio;0.58
Gran_Canaria;Calabaza;2019;Agosto;0.41
Gran_Canaria;Calabaza;2019;Septiembre;0.46
Gran_Canaria;Calabaza;2019;Octubre;0.48
Gran_Canaria;Calabaza;2019;Noviembre;0.53
Gran_Canaria;Cebolla;2016;Enero;0.78
Gran_Canaria;Cebolla;2016;Febrero;0.65
Gran_Canaria;Cebolla;2016;Marzo;0.58
Gran_Canaria;Cebolla;2016;Abril;0.76
Gran_Canaria;Cebolla;2016;Mayo;0.56
Gran_Canaria;Cebolla;2016;Junio;0.53
Gran_Canaria;Cebolla;2016;Julio;0.39
Gran_Canaria;Cebolla;2016;Agosto;0.37
Gran_Canaria;Cebolla;2016;Septiembre;0.37
Gran_Canaria;Cebolla;2016;Octubre;0.34
Gran_Canaria;Cebolla;2016;Noviembre;0.49
Gran_Canaria;Cebolla;2016;Diciembre;0.46
Gran_Canaria;Cebolla;2017;Enero;0.94
Gran_Canaria;Cebolla;2017;Febrero;0.91
Gran_Canaria;Cebolla;2017;Marzo;0.92
Gran_Canaria;Cebolla;2017;Abril;0.62
Gran_Canaria;Cebolla;2017;Mayo;0.4
Gran_Canaria;Cebolla;2017;Junio;0.41
Gran_Canaria;Cebolla;2017;Julio;0.4
Gran_Canaria;Cebolla;2017;Agosto;0.41
Gran_Canaria;Cebolla;2017;Septiembre;0.39
Gran_Canaria;Cebolla;2017;Octubre;0.35
Gran_Canaria;Cebolla;2017;Noviembre;0.96
Gran_Canaria;Cebolla;2017;Diciembre;0.74
Gran_Canaria;Cebolla;2018;Enero;1.3
Gran_Canaria;Cebolla;2018;Febrero;0.73
Gran_Canaria;Cebolla;2018;Marzo;0.85
Gran_Canaria;Cebolla;2018;Abril;0.87
Gran_Canaria;Cebolla;2018;Mayo;0.71
Gran_Canaria;Cebolla;2018;Junio;0.57
Gran_Canaria;Cebolla;2018;Julio;0.46
Gran_Canaria;Cebolla;2018;Agosto;0.41
Gran_Canaria;Cebolla;2018;Septiembre;0.49
Gran_Canaria;Cebolla;2018;Octubre;0.67
Gran_Canaria;Cebolla;2018;Noviembre;0.75
Gran_Canaria;Cebolla;2018;Diciembre;0.59
Gran_Canaria;Cebolla;2019;Enero;0.83
Gran_Canaria;Cebolla;2019;Febrero;1.26
Gran_Canaria;Cebolla;2019;Marzo;0.92
Gran_Canaria;Cebolla;2019;Abril;0.76
Gran_Canaria;Cebolla;2019;Mayo;0.73
Gran_Canaria;Cebolla;2019;Junio;0.67
Gran_Canaria;Cebolla;2019;Julio;0.6
Gran_Canaria;Cebolla;2019;Agosto;0.43
Gran_Canaria;Cebolla;2019;Septiembre;0.53
Gran_Canaria;Cebolla;2019;Octubre;0.41
Gran_Canaria;Cebolla;2019;Noviembre;...
Gran_Canaria;Cebolleta;2016;Enero;2.11
Gran_Canaria;Cebolleta;2016;Febrero;2.11
Gran_Canaria;Cebolleta;2016;Marzo;2.31
Gran_Canaria;Cebolleta;2016;Abril;2.17
Gran_Canaria;Cebolleta;2016;Mayo;1.73
Gran_Canaria;Cebolleta;2016;Junio;....
Gran_Canaria;Cebolleta;2016;Julio;..
Gran_Canaria;Cebolleta;2016;Agosto;....
Gran_Canaria;Cebolleta;2016;Septiembre;....
Gran_Canaria;Cebolleta;2016;Octubre;.
Gran_Canaria;Cebolleta;2016;Noviembre;..
Gran_Canaria;Cebolleta;2016;Diciembre;...
Gran_Canaria;Cebolleta;2017;Enero;...
Gran_Canaria;Cebolleta;2017;Febrero;0.86
Gran_Canaria;Cebolleta;2017;Marzo;...
Gran_Canaria;Cebolleta;2017;Abril;...
Gran_Canaria;Cebolleta;2017;Mayo;...
Gran_Canaria;Cebolleta;2017;Junio;...
Gran_Canaria;Cebolleta;2017;Julio;...
Gran_Canaria;Cebolleta;2017;Agosto;...
Gran_Canaria;Cebolleta;2017;Septiembre;...
Gran_Canaria;Cebolleta;2017;Octubre;...
Gran_Canaria;Cebolleta;2017;Noviembre;...
Gran_Canaria;Cebolleta;2017;Diciembre;...
Gran_Canaria;Cebolleta;2018;Enero;....
Gran_Canaria;Cebolleta;2018;Febrero;....
Gran_Canaria;Cebolleta;2018;Marzo;1.29
Gran_Canaria;Cebolleta;2018;Abril;1.06
Gran_Canaria;Cebolleta;2018;Mayo;1.06
Gran_Canaria;Cebolleta;2018;Junio;1.76
Gran_Canaria;Cebolleta;2018;Julio;2.12
Gran_Canaria;Cebolleta;2018;Agosto;2.07
Gran_Canaria;Cebolleta;2018;Septiembre;1.93
Gran_Canaria;Cebolleta;2018;Octubre;...
Gran_Canaria;Cebolleta;2018;Noviembre;1.09
Gran_Canaria;Cebolleta;2018;Diciembre;0.96
Gran_Canaria;Cebolleta;2019;Enero;....
Gran_Canaria;Cebolleta;2019;Febrero;....
Gran_Canaria;Cebolleta;2019;Marzo;1.42
Gran_Canaria;Cebolleta;2019;Abril;1.63
Gran_Canaria;Cebolleta;2019;Mayo;0.96
Gran_Canaria;Cebolleta;2019;Junio;1.39
Gran_Canaria;Cebolleta;2019;Julio;1.12
Gran_Canaria;Cebolleta;2019;Agosto;2.11
Gran_Canaria;Cebolleta;2019;Septiembre;0.6
Gran_Canaria;Cebolleta;2019;Octubre;2.23
Gran_Canaria;Cebolleta;2019;Noviembre;....
Gran_Canaria;Col;2016;Enero;0.35
Gran_Canaria;Col;2016;Febrero;0.23
Gran_Canaria;Col;2016;Marzo;0.16
Gran_Canaria;Col;2016;Abril;0.23
Gran_Canaria;Col;2016;Mayo;0.24
Gran_Canaria;Col;2016;Junio;0.27
Gran_Canaria;Col;2016;Julio;0.43
Gran_Canaria;Col;2016;Agosto;0.43
Gran_Canaria;Col;2016;Septiembre;0.46
Gran_Canaria;Col;2016;Octubre;0.45
Gran_Canaria;Col;2016;Noviembre;0.45
Gran_Canaria;Col;2016;Diciembre;0.38
Gran_Canaria;Col;2017;Enero;0.39
Gran_Canaria;Col;2017;Febrero;0.39
Gran_Canaria;Col;2017;Marzo;0.25
Gran_Canaria;Col;2017;Abril;0.23
Gran_Canaria;Col;2017;Mayo;0.24
Gran_Canaria;Col;2017;Junio;0.34
Gran_Canaria;Col;2017;Julio;0.46
Gran_Canaria;Col;2017;Agosto;0.5
Gran_Canaria;Col;2017;Septiembre;0.3
Gran_Canaria;Col;2017;Octubre;0.27
Gran_Canaria;Col;2017;Noviembre;0.33
Gran_Canaria;Col;2017;Diciembre;0.29
Gran_Canaria;Col;2018;Enero;0.39
Gran_Canaria;Col;2018;Febrero;0.47
Gran_Canaria;Col;2018;Marzo;0.46
Gran_Canaria;Col;2018;Abril;0.3
Gran_Canaria;Col;2018;Mayo;0.31
Gran_Canaria;Col;2018;Junio;0.3
Gran_Canaria;Col;2018;Julio;0.44
Gran_Canaria;Col;2018;Agosto;0.45
Gran_Canaria;Col;2018;Septiembre;0.35
Gran_Canaria;Col;2018;Octubre;0.34
Gran_Canaria;Col;2018;Noviembre;0.33
Gran_Canaria;Col;2018;Diciembre;0.42
Gran_Canaria;Col;2019;Enero;0.57
Gran_Canaria;Col;2019;Febrero;0.55
Gran_Canaria;Col;2019;Marzo;0.52
Gran_Canaria;Col;2019;Abril;0.35
Gran_Canaria;Col;2019;Mayo;0.29
Gran_Canaria;Col;2019;Junio;0.3
Gran_Canaria;Col;2019;Julio;0.28
Gran_Canaria;Col;2019;Agosto;0.29
Gran_Canaria;Col;2019;Septiembre;0.31
Gran_Canaria;Col;2019;Octubre;0.29
Gran_Canaria;Col;2019;Noviembre;0.35
Gran_Canaria;Coliflor;2016;Enero;0.43
Gran_Canaria;Coliflor;2016;Febrero;0.46
Gran_Canaria;Coliflor;2016;Marzo;0.57
Gran_Canaria;Coliflor;2016;Abril;0.47
Gran_Canaria;Coliflor;2016;Mayo;0.52
Gran_Canaria;Coliflor;2016;Junio;0.53
Gran_Canaria;Coliflor;2016;Julio;1.3
Gran_Canaria;Coliflor;2016;Agosto;0.71
Gran_Canaria;Coliflor;2016;Septiembre;0.77
Gran_Canaria;Coliflor;2016;Octubre;0.85
Gran_Canaria;Coliflor;2016;Noviembre;0.51
Gran_Canaria;Coliflor;2016;Diciembre;0.77
Gran_Canaria;Coliflor;2017;Enero;0.48
Gran_Canaria;Coliflor;2017;Febrero;0.75
Gran_Canaria;Coliflor;2017;Marzo;0.69
Gran_Canaria;Coliflor;2017;Abril;0.29
Gran_Canaria;Coliflor;2017;Mayo;0.47
Gran_Canaria;Coliflor;2017;Junio;0.99
Gran_Canaria;Coliflor;2017;Julio;1.13
Gran_Canaria;Coliflor;2017;Agosto;1.44
Gran_Canaria;Coliflor;2017;Septiembre;1.51
Gran_Canaria;Coliflor;2017;Octubre;1.07
Gran_Canaria;Coliflor;2017;Noviembre;0.74
Gran_Canaria;Coliflor;2017;Diciembre;0.56
Gran_Canaria;Coliflor;2018;Enero;0.43
Gran_Canaria;Coliflor;2018;Febrero;0.66
Gran_Canaria;Coliflor;2018;Marzo;0.78
Gran_Canaria;Coliflor;2018;Abril;1.66
Gran_Canaria;Coliflor;2018;Mayo;1.1
Gran_Canaria;Coliflor;2018;Junio;0.7
Gran_Canaria;Coliflor;2018;Julio;0.92
